iter	Logloss
351	0.1576853949
352	0.1574183511
353	0.156991306
354	0.1567814246
355	0.1564305471
356	0.1560605905
357	0.1559114417
358	0.1555033271
359	0.1551970233
360	0.1549848023
361	0.1546666769
362	0.1544818174
363	0.1542798985
364	0.1540508224
365	0.1538729541
366	0.1536537195
367	0.1534018633
368	0.1531031684
369	0.1528877037
370	0.1525221741
371	0.1521201328
372	0.151951198
373	0.1517525982
374	0.1514333013
375	0.1511612654
376	0.1505999419
377	0.1503662046
378	0.1501882423
379	0.1495828964
380	0.1491850394
381	0.1490346488
382	0.1488331358
383	0.1486153427
384	0.1484090811
385	0.1482519092
386	0.1478098276
387	0.1475007882
388	0.1471951711
389	0.1467934278
390	0.1464151138
391	0.1461541382
392	0.1457672947
393	0.1454830724
394	0.1451750789
395	0.1450697745
396	0.1448869935
397	0.1447842186
398	0.1445097823
399	0.1444352958
400	0.1439707377
401	0.143722295
402	0.1434126419
403	0.1431897137
404	0.1429778897
405	0.1428335871
406	0.1424686072
407	0.1422489126
408	0.1420437573
409	0.1416678642
410	0.1413957798
411	0.1412311958
412	0.1410205713
413	0.1405745828
414	0.1403538856
415	0.1399916395
416	0.1397077089
417	0.1395494405
418	0.1393155958
419	0.1390847559
420	0.1387765397
421	0.138583581
422	0.138396471
423	0.1380821873
424	0.1379295906
425	0.1376951995
426	0.1374002997
427	0.1370417055
428	0.1367330662
429	0.1363992056
430	0.1360947342
431	0.1358891006
432	0.1355593687
433	0.1353544539
434	0.1352556413
435	0.1349687933
436	0.1346602852
437	0.1344438824
438	0.1342754417
439	0.1341109661
440	0.1336654668
441	0.1334501573
442	0.1333003989
443	0.1330656147
444	0.1328162214
445	0.132493675
446	0.1321737375
447	0.1317464806
448	0.1315896689
449	0.1313870464
450	0.1311448067
451	0.1307857012
452	0.1305011532
453	0.1302848747
454	0.1299658877
455	0.1297800532
456	0.1296087873
457	0.1292649905
458	0.129065374
459	0.1289266321
460	0.1287473197
461	0.1284988826
462	0.1282418589
463	0.1279871462
464	0.1276744595
465	0.1275273459
466	0.1273677529
467	0.1270666981
468	0.1268633381
469	0.1267058658
470	0.1264622491
471	0.1263052398
472	0.1260947616
473	0.1259359127
474	0.1256367885
475	0.1253728075
476	0.1252526116
477	0.1246932282
478	0.1244940891
479	0.1243280121
480	0.1240646295
481	0.1238423451
482	0.1236583107
483	0.1234144484
484	0.1231837279
485	0.1229530425
486	0.122793276
487	0.1223934033
488	0.1222133305
489	0.1220227796
490	0.1218980681
491	0.1215568114
492	0.1213355353
493	0.1211629128
494	0.1210717402
495	0.1208633952
496	0.1206376764
497	0.1205216246
498	0.1203779595
499	0.1202580287
500	0.1199619772
501	0.1198257444
502	0.1196178429
503	0.1193513643
504	0.1191340235
505	0.1189102719
506	0.1188077359
507	0.1185906472
508	0.1185714815
509	0.1183988306
510	0.1181426425
511	0.117934333
512	0.1177331329
513	0.1175345193
514	0.117367892
515	0.1170996106
516	0.1169029231
517	0.1167479721
518	0.1165273783
519	0.1163858776
520	0.1162306893
521	0.1160580721
522	0.1159896389
523	0.1157792002
524	0.1155411936
525	0.1153478831
526	0.115197445
527	0.114907855
528	0.1147395778
529	0.1146022105
530	0.1143730307
531	0.1140645115
532	0.1137581921
533	0.1135398873
534	0.1133504799
535	0.1131646308
536	0.1129616531
537	0.1126990212
538	0.1125208282
539	0.1123571202
540	0.1122125481
541	0.1120918034
542	0.1118660908
543	0.1115304634
544	0.1112912981
545	0.111129056
546	0.1109058818
547	0.1107086304
548	0.1105001783
549	0.1102607086
550	0.1101377794
551	0.1099790158
552	0.1097575573
553	0.1095218628
554	0.1094118075
555	0.1093602709
556	0.1092602267
557	0.1090124534
558	0.1087370681
559	0.1084897584
560	0.1082974519
561	0.1082028852
562	0.1080709798
563	0.1079434749
564	0.1077706408
565	0.1076686296
566	0.1073551122
567	0.1071548847
568	0.1070240824
569	0.1069178279
570	0.1068105139
571	0.1066739667
572	0.1065720035
573	0.1064077628
574	0.1063144499
575	0.1060852902
576	0.1060321912
577	0.1058317956
578	0.1056121799
579	0.1054758178
580	0.1052821569
581	0.1050765056
582	0.1049252266
583	0.1047218613
584	0.1045181483
585	0.1043769544
586	0.1042412057
587	0.1040684599
588	0.1039462638
589	0.103823214
590	0.1035359514
591	0.1034293546
592	0.1033589623
593	0.1031748875
594	0.1029952529
595	0.1027024188
596	0.1025844612
597	0.1024475459
598	0.1022496856
599	0.1021254593
600	0.101968011
601	0.1018046475
602	0.1016685454
603	0.1015639803
604	0.101365199
605	0.1012119727
606	0.1010776773
607	0.1008357997
608	0.1006888414
609	0.1005293393
610	0.1004350032
611	0.1002490469
612	0.1000807749
613	0.09994788457
614	0.0997622566
615	0.09962957661
616	0.09946412659
617	0.0992774443
618	0.09916623235
619	0.09904850304
620	0.09878109541
621	0.09849953278
622	0.09834484407
623	0.09819862457
624	0.09806769863
625	0.09798479393
626	0.0977294303
627	0.09745298034
628	0.09731562687
629	0.09704274458
630	0.0968269189
631	0.09673287689
632	0.09644474199
633	0.09627919661
634	0.09605869092
635	0.09600327301
636	0.09578913066
637	0.09557355638
638	0.09546319983
639	0.09523831252
640	0.09518375274
641	0.09506349092
642	0.09489784739
643	0.09473741749
644	0.09453725525
645	0.09433807879
646	0.09421093824
647	0.09394716746
648	0.09380917214
649	0.09361133745
650	0.09344423853
651	0.09336114689
652	0.09327078326
653	0.09302424958
654	0.09290843311
655	0.09261369965
656	0.0924423211
657	0.09224934971
658	0.09208755292
659	0.09187462942
660	0.09156331489
661	0.09144286525
662	0.09135465654
663	0.09110388305
664	0.09095964197
665	0.09082977635
666	0.09067811925
667	0.09051327122
668	0.09027961977
669	0.09017958708
670	0.08998664526
671	0.08989926733
672	0.08971828416
673	0.08950870501
674	0.08946619858
675	0.08934648711
676	0.08922147957
677	0.08910442641
678	0.08892369611
679	0.08882738458
680	0.08869313282
681	0.08859646797
682	0.08853141019
683	0.08840748861
684	0.08826946549
685	0.08809548097
686	0.0878616215
687	0.08773304523
688	0.08759708643
689	0.08733259462
690	0.08720910606
691	0.08710391489
692	0.08692268297
693	0.08678557377
694	0.08671743569
695	0.08651584123
696	0.0862502866
697	0.08597728965
698	0.08571263228
699	0.0855308525
700	0.08534395871
701	0.0851923495
702	0.08508337595
703	0.08495419761
704	0.08478949758
705	0.08455902011
706	0.08433164907
707	0.08425798319
708	0.08419777908
709	0.0841053036
710	0.08396307992
711	0.08381470143
712	0.08359232681
713	0.08347424134
714	0.08337175087
715	0.08321052261
716	0.08299723688
717	0.0828119764
718	0.08264710598
719	0.08249361637
720	0.08227832294
721	0.0821072494
722	0.08193479385
723	0.08191217351
724	0.08179261209
725	0.08166048898
726	0.08157126982
727	0.08153619843
728	0.08137533488
729	0.08119436073
730	0.08107977855
731	0.08105070087
732	0.08088164531
733	0.08075483866
734	0.08054963445
735	0.08040059704
736	0.08030446188
737	0.08021114952
738	0.08006873877
739	0.07997876793
740	0.07984120628
741	0.07975275665
742	0.07963235155
743	0.07941393423
744	0.07928845767
745	0.07913221949
746	0.07900910809
747	0.07885070316
748	0.07865056783
749	0.07833185774
750	0.07820543088
751	0.07813195677
752	0.07793164942
753	0.07774700271
754	0.07761059983
755	0.07749913026
756	0.07739676705
757	0.07729881427
758	0.07718087252
759	0.07702313679
760	0.07692498341
761	0.07684236924
762	0.07664429602
763	0.07649856687
764	0.07637026542
765	0.07630663568
766	0.07625350786
767	0.0761199944
768	0.07599480212
769	0.07587202163
770	0.07576287033
771	0.07559147114
772	0.07547915112
773	0.07538197721
774	0.07519039046
775	0.07508878973
776	0.07494303633
777	0.07479079895
778	0.07473158973
779	0.07465621332
780	0.07458496856
781	0.07445234631
782	0.0744043705
783	0.07429114041
784	0.07423208073
785	0.0741023866
786	0.07399618473
787	0.07388850005
788	0.07369018301
789	0.07356425749
790	0.07346410515
791	0.07336994958
792	0.07323467645
793	0.07307920453
794	0.07298429668
795	0.07290439752
796	0.07284749811
797	0.07269164727
798	0.07256437871
799	0.07244551448
800	0.07227096148
801	0.07215448893
802	0.07204106118
803	0.07198405664
804	0.07180770979
805	0.07167221509
806	0.07157182202
807	0.07147126668
808	0.07138379739
809	0.0712752023
810	0.07110301799
811	0.07095901512
812	0.07072276593
813	0.07065557126
814	0.07054713553
815	0.07040306355
816	0.07022480802
817	0.0701169162
818	0.06996898235
819	0.06988567668
820	0.0697835093
821	0.06964864731
822	0.06948878291
823	0.06936890807
824	0.06921965375
825	0.06904992192
826	0.06886927358
827	0.06870261422
828	0.06858148992
829	0.06854690592
830	0.06844892274
831	0.0683591039
832	0.06826883433
833	0.06814764662
834	0.06799462434
835	0.06788425111
836	0.06774286448
837	0.06763403334
838	0.0675131314
839	0.0673882127
840	0.0672457232
841	0.06710228076
842	0.06697521836
843	0.0668953971
844	0.06675998942
845	0.06663544384
846	0.06650215891
847	0.0664116832
848	0.06627235368
849	0.06608841156
850	0.06592494687
851	0.06578054107
852	0.06560263433
853	0.06550190537
854	0.06536171144
855	0.06520519285
856	0.0651217462
857	0.06501666437
858	0.06493736722
859	0.06480596577
860	0.06462180303
861	0.06445648584
862	0.06429305481
863	0.06420988414
864	0.06410982241
865	0.06396908885
866	0.06387749758
867	0.06379055288
868	0.06373680654
869	0.06360529761
870	0.06351706287
871	0.06340507799
872	0.06317346258
873	0.06311957885
874	0.06301153939
875	0.06290025943
876	0.06273759028
877	0.06258417988
878	0.06245675663
879	0.06222093792
880	0.06215033166
881	0.06203320022
882	0.06191399186
883	0.06178354293
884	0.06166531133
885	0.06155914967
886	0.06149330046
887	0.0613926888
888	0.06131470404
889	0.0611713006
890	0.06104791668
891	0.06090283919
892	0.06080623169
893	0.06073687663
894	0.06058539375
895	0.06051114752
896	0.06038875604
897	0.06025803837
898	0.06012036963
899	0.06001010637
900	0.05996341266
901	0.05984619186
902	0.05974101962
903	0.05961084756
904	0.05947977756
905	0.05940135215
906	0.05929263604
907	0.05922947645
908	0.0591431335
909	0.05902930523
910	0.05889807975
911	0.05872274891
912	0.05859686011
913	0.05851773203
914	0.05840321526
915	0.05830115103
916	0.05817535799
917	0.05812276954
918	0.05806718522
919	0.05790405997
920	0.05780357902
921	0.0577276338
922	0.05760684941
923	0.05750958425
924	0.05745987825
925	0.05738188179
926	0.05726142895
927	0.05715163667
928	0.05709619296
929	0.05695895978
930	0.05684086636
931	0.05673844659
932	0.05660870536
933	0.05653044986
934	0.0564885108
935	0.05638136332
936	0.05629020315
937	0.05621873047
938	0.05614670719
939	0.05608955415
940	0.05604013599
941	0.05594379934
942	0.0558604611
943	0.05575966931
944	0.0556580838
945	0.05560915054
946	0.05554216927
947	0.05551467032
948	0.05546084892
949	0.05543193772
950	0.05524474466
951	0.05516017243
952	0.05508422641
953	0.05497383395
954	0.0548701632
955	0.05476054899
956	0.05468895527
957	0.05461726326
958	0.05448630452
959	0.05441001073
960	0.05431783519
961	0.05426598025
962	0.05418509216
963	0.05408131416
964	0.0540090083
965	0.05395498983
966	0.05390266548
967	0.05384118188
968	0.05373826904
969	0.05370821833
970	0.05361708588
971	0.05355799438
972	0.05342998222
973	0.05332886319
974	0.05328670948
975	0.05319254649
976	0.05315908431
977	0.05309964065
978	0.05304160912
979	0.05296423316
980	0.05282920005
981	0.05269418564
982	0.05264914287
983	0.05253672944
984	0.05248322815
985	0.05239711804
986	0.05232754548
987	0.05226698633
988	0.05214422174
989	0.05201271052
990	0.05198470705
991	0.05192591285
992	0.05183847769
993	0.05173341254
994	0.05163223345
995	0.05154098281
996	0.05148508684
997	0.05136791134
998	0.05130961397
999	0.05121320731
